brand,model,vehicleType,gearbox,fuelType,notRepairedDamage,powerPS,kilometer,autoAgeMonths,price
porsche,andere,limousine,automatik,benzin,nein,299,150000,64,35998
mercedes_benz,andere,limousine,manuell,diesel,nein,75,150000,289,2800
renault,modus,bus,manuell,benzin,nein,75,125000,82,4799
bmw,3er,cabrio,manuell,benzin,nein,116,150000,207,1900
seat,ibiza,kleinwagen,manuell,benzin,nein,60,150000,240,200
opel,andere,kleinwagen,manuell,benzin,nein,87,20000,29,12850
audi,a5,coupe,automatik,diesel,ja,190,150000,83,13800
lancia,ypsilon,kleinwagen,automatik,benzin,nein,60,90000,219,800
volkswagen,polo,kleinwagen,manuell,diesel,nein,101,150000,107,3900
kia,andere,limousine,manuell,benzin,nein,90,100000,207,999
seat,ibiza,kleinwagen,manuell,benzin,nein,60,150000,216,599
volkswagen,scirocco,coupe,automatik,benzin,nein,95,125000,300,2800
mini,cooper,kleinwagen,manuell,benzin,nein,120,125000,108,5999
volkswagen,golf,limousine,automatik,benzin,nein,235,80000,57,21500
volkswagen,transporter,bus,manuell,diesel,ja,102,150000,199,6300
renault,laguna,kombi,manuell,diesel,nein,110,100000,75,7499
bmw,andere,limousine,manuell,benzin,nein,110,5000,255,500
mercedes_benz,a_klasse,limousine,automatik,diesel,nein,95,125000,154,3450
mazda,andere,andere,manuell,benzin,ja,88,150000,216,650
bmw,5er,kombi,automatik,diesel,nein,218,150000,138,5800
audi,tt,coupe,automatik,benzin,nein,250,50000,77,19000
volkswagen,scirocco,coupe,manuell,benzin,nein,160,80000,80,10500
volkswagen,golf,limousine,manuell,diesel,nein,68,150000,158,3000
volkswagen,passat,kombi,manuell,benzin,nein,150,90000,111,11000
chrysler,voyager,bus,manuell,benzin,nein,147,150000,152,1500
mitsubishi,andere,bus,manuell,diesel,ja,102,150000,171,800
fiat,bravo,limousine,manuell,benzin,nein,103,150000,231,800
volkswagen,golf,limousine,manuell,diesel,nein,110,150000,74,6999
bmw,3er,cabrio,manuell,benzin,nein,116,150000,212,3900
mercedes_benz,s_klasse,limousine,automatik,benzin,nein,340,125000,96,22990
suzuki,andere,kombi,manuell,benzin,ja,103,150000,182,750
renault,twingo,kleinwagen,manuell,benzin,nein,58,150000,114,1300
audi,a6,limousine,automatik,benzin,nein,170,150000,172,2499
nissan,micra,kleinwagen,manuell,benzin,nein,65,40000,134,4600
mini,clubman,kombi,manuell,benzin,nein,174,100000,99,8999
citroen,c4,limousine,manuell,benzin,nein,109,10000,133,3399
bmw,3er,cabrio,manuell,benzin,nein,170,125000,166,7000
volkswagen,polo,kleinwagen,automatik,benzin,nein,105,40000,49,11900
mercedes_benz,e_klasse,kombi,manuell,diesel,nein,170,150000,115,7790
audi,a6,limousine,automatik,benzin,nein,125,150000,204,1550
volkswagen,polo,kleinwagen,manuell,benzin,nein,60,150000,198,700
bmw,3er,limousine,manuell,benzin,nein,102,150000,229,1500
bmw,5er,limousine,automatik,diesel,nein,235,125000,76,16430
mazda,rx_reihe,coupe,manuell,benzin,nein,192,150000,146,2900
peugeot,2_reihe,cabrio,manuell,benzin,nein,120,50000,82,6999
audi,a4,limousine,manuell,benzin,ja,150,150000,223,1200
mercedes_benz,c_klasse,kombi,manuell,benzin,nein,120,150000,229,2000
opel,insignia,kombi,manuell,diesel,nein,163,30000,25,19200
opel,corsa,kleinwagen,manuell,benzin,nein,65,125000,208,699
ford,fiesta,kleinwagen,manuell,benzin,nein,80,150000,152,2200
volkswagen,golf,limousine,manuell,benzin,nein,80,150000,106,4900
bmw,3er,limousine,manuell,benzin,nein,105,150000,201,1990
mercedes_benz,c_klasse,limousine,manuell,benzin,nein,197,150000,196,2990
toyota,yaris,kleinwagen,manuell,benzin,nein,68,150000,201,750
volkswagen,golf,kleinwagen,manuell,benzin,ja,75,150000,232,300
volkswagen,polo,kleinwagen,manuell,benzin,nein,69,90000,106,5700
bmw,6er,coupe,manuell,benzin,nein,333,150000,135,13333
renault,twingo,kleinwagen,manuell,benzin,nein,75,150000,160,1350
renault,megane,limousine,manuell,benzin,nein,107,150000,193,950
smart,fortwo,kleinwagen,automatik,benzin,nein,54,125000,185,1500
volkswagen,beetle,cabrio,manuell,benzin,nein,102,80000,98,9900
ford,fiesta,kleinwagen,manuell,diesel,nein,90,150000,105,4350
renault,clio,kleinwagen,manuell,benzin,nein,75,150000,281,900
audi,a4,kombi,manuell,benzin,nein,200,150000,126,8999
bmw,1er,limousine,automatik,diesel,nein,177,150000,80,11550
renault,modus,kleinwagen,manuell,diesel,nein,106,125000,120,3490
toyota,avensis,kombi,manuell,benzin,nein,129,150000,126,4900
bmw,3er,limousine,manuell,diesel,nein,143,70000,59,14450
smart,forfour,kleinwagen,manuell,diesel,nein,68,150000,135,2500
volkswagen,transporter,bus,manuell,diesel,nein,69,150000,347,13400
volkswagen,polo,kleinwagen,manuell,benzin,nein,64,80000,151,3499
audi,a4,kombi,manuell,diesel,nein,143,100000,76,12780
opel,vectra,limousine,manuell,benzin,nein,116,70000,249,1300
volkswagen,polo,kleinwagen,manuell,benzin,nein,150,60000,106,10299
mercedes_benz,m_klasse,suv,automatik,lpg,nein,218,150000,198,4800
volkswagen,polo,kleinwagen,manuell,benzin,nein,80,100000,106,5800
bmw,7er,limousine,automatik,lpg,nein,280,125000,172,12000
smart,fortwo,kleinwagen,automatik,diesel,nein,54,100000,67,5500
volkswagen,passat,kombi,automatik,diesel,nein,140,150000,93,10250
audi,a3,limousine,manuell,diesel,nein,140,150000,154,4900
audi,a4,kombi,manuell,diesel,nein,140,150000,103,9650
audi,a4,kombi,automatik,diesel,ja,140,125000,100,4900
volkswagen,golf,cabrio,manuell,benzin,nein,95,125000,381,3950
volvo,v70,kombi,automatik,benzin,nein,170,150000,220,1650
renault,twingo,kleinwagen,manuell,benzin,nein,58,150000,198,1099
bmw,3er,coupe,manuell,benzin,nein,102,150000,261,900
ford,s_max,bus,manuell,diesel,nein,140,150000,53,10850
audi,a4,kombi,manuell,diesel,nein,115,150000,190,1500
volkswagen,transporter,bus,manuell,diesel,nein,180,150000,54,23250
mercedes_benz,e_klasse,limousine,automatik,diesel,nein,170,150000,114,9850
volkswagen,passat,kombi,manuell,benzin,nein,160,90000,55,18200
bmw,7er,limousine,automatik,benzin,nein,235,150000,233,2900
suzuki,andere,suv,manuell,benzin,nein,80,100000,286,1200
ford,fiesta,kleinwagen,manuell,benzin,nein,60,70000,182,1799
seat,ibiza,kleinwagen,manuell,benzin,ja,60,150000,97,2299
opel,astra,cabrio,manuell,benzin,ja,125,70000,175,1750
bmw,3er,cabrio,automatik,benzin,nein,231,125000,182,12150
bmw,3er,limousine,manuell,benzin,nein,102,150000,214,1500
audi,tt,coupe,manuell,benzin,nein,179,150000,169,5390
opel,astra,cabrio,manuell,benzin,nein,101,150000,157,3000
volkswagen,transporter,bus,manuell,diesel,ja,102,150000,85,2950
opel,combo,bus,manuell,benzin,ja,60,150000,190,250
opel,astra,kombi,manuell,diesel,nein,132,150000,96,5900
toyota,corolla,kleinwagen,automatik,benzin,nein,86,150000,216,1650
renault,megane,kombi,manuell,diesel,ja,110,150000,65,3800
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,142,4200
renault,twingo,kleinwagen,manuell,benzin,ja,58,150000,169,1050
volkswagen,tiguan,suv,manuell,benzin,nein,200,150000,89,10500
audi,a4,limousine,automatik,diesel,nein,131,150000,144,6650
mercedes_benz,cl,coupe,automatik,lpg,nein,387,150000,113,29500
saab,andere,coupe,manuell,benzin,ja,101,150000,364,999
ford,mondeo,limousine,manuell,benzin,nein,115,150000,272,450
volkswagen,polo,kleinwagen,manuell,diesel,ja,75,150000,145,2050
audi,andere,limousine,automatik,benzin,nein,300,20000,13,39790
volkswagen,golf,cabrio,manuell,benzin,nein,98,150000,302,4750
volkswagen,golf,limousine,manuell,diesel,nein,150,40000,22,19200
volkswagen,touran,bus,manuell,benzin,nein,102,80000,145,6300
suzuki,grand,suv,manuell,diesel,nein,129,150000,119,7777
audi,a4,kombi,automatik,benzin,ja,125,150000,220,200
volkswagen,polo,kleinwagen,manuell,diesel,nein,75,100000,186,3750
hyundai,i_reihe,limousine,manuell,benzin,nein,109,100000,73,6899
toyota,avensis,bus,manuell,diesel,nein,116,150000,146,4800
renault,clio,kombi,manuell,diesel,nein,86,80000,47,8000
mercedes_benz,e_klasse,kombi,automatik,benzin,nein,224,150000,205,999
bmw,3er,limousine,manuell,diesel,nein,163,150000,115,8200
renault,andere,coupe,manuell,benzin,nein,110,80000,86,6990
mercedes_benz,m_klasse,suv,automatik,diesel,nein,190,150000,115,15500
renault,twingo,kleinwagen,manuell,benzin,nein,75,150000,154,799
bmw,5er,kombi,automatik,benzin,nein,258,150000,115,11950
opel,vivaro,bus,manuell,diesel,nein,101,150000,144,2849
volkswagen,golf,limousine,manuell,benzin,nein,80,30000,53,10900
opel,omega,kombi,manuell,benzin,nein,136,150000,219,900
bmw,3er,kombi,manuell,benzin,nein,143,150000,168,4350
citroen,c1,kleinwagen,manuell,benzin,nein,68,60000,100,3950
peugeot,1_reihe,kleinwagen,manuell,benzin,nein,60,150000,226,1300
mercedes_benz,andere,bus,manuell,diesel,nein,75,150000,251,1500
bmw,7er,limousine,automatik,benzin,nein,299,150000,294,2790
peugeot,2_reihe,kleinwagen,manuell,diesel,ja,68,150000,133,949
volkswagen,passat,kombi,manuell,benzin,nein,102,60000,67,9950
volkswagen,caddy,kombi,manuell,diesel,nein,105,150000,129,5900
seat,mii,kleinwagen,manuell,benzin,ja,75,40000,46,2500
volkswagen,golf,limousine,manuell,diesel,nein,140,150000,82,8690
volkswagen,golf,kleinwagen,manuell,benzin,nein,70,150000,306,1800
renault,clio,kleinwagen,manuell,diesel,nein,80,150000,187,1300
peugeot,1_reihe,kleinwagen,manuell,benzin,ja,60,125000,184,1450
bmw,3er,limousine,manuell,benzin,nein,116,150000,255,1550
citroen,andere,kleinwagen,manuell,benzin,nein,54,90000,217,750
citroen,andere,bus,manuell,diesel,nein,68,150000,68,3950
mercedes_benz,c_klasse,limousine,automatik,diesel,nein,224,150000,119,9850
opel,corsa,kleinwagen,manuell,benzin,nein,80,100000,128,3750
bmw,3er,kombi,manuell,benzin,nein,170,150000,329,1650
hyundai,i_reihe,kleinwagen,manuell,benzin,nein,69,30000,36,5950
bmw,5er,limousine,manuell,diesel,nein,143,150000,214,750
mercedes_benz,e_klasse,limousine,automatik,lpg,nein,306,150000,156,9800
fiat,punto,kleinwagen,manuell,benzin,nein,60,150000,211,600
mercedes_benz,e_klasse,limousine,automatik,diesel,nein,260,150000,145,13000
alfa_romeo,156,kombi,manuell,diesel,nein,140,150000,149,2999
volkswagen,golf,limousine,manuell,benzin,nein,170,125000,106,6490
fiat,andere,kombi,manuell,benzin,nein,113,150000,220,1650
volkswagen,up,kleinwagen,manuell,benzin,nein,75,30000,27,10750
rover,andere,limousine,manuell,benzin,ja,120,150000,204,280
opel,vectra,limousine,manuell,benzin,ja,75,125000,242,950
renault,twingo,kleinwagen,manuell,benzin,ja,58,150000,172,750
volkswagen,sharan,bus,manuell,diesel,nein,140,150000,112,7600
audi,a4,kombi,manuell,diesel,nein,163,150000,132,8155
volkswagen,passat,limousine,manuell,diesel,nein,150,150000,168,1850
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,265,820
bmw,3er,limousine,manuell,benzin,nein,116,150000,136,3850
skoda,octavia,limousine,manuell,benzin,nein,102,90000,106,6299
audi,a4,kombi,manuell,diesel,nein,155,150000,173,2500
ford,fiesta,kleinwagen,manuell,diesel,nein,68,100000,61,3950
volkswagen,transporter,bus,manuell,diesel,nein,102,150000,209,5790
renault,clio,kleinwagen,manuell,benzin,nein,75,150000,144,1800
opel,zafira,bus,manuell,diesel,nein,101,150000,183,1550
volkswagen,tiguan,suv,manuell,diesel,ja,140,150000,89,7000
mitsubishi,andere,suv,manuell,diesel,nein,99,150000,219,4200
volkswagen,passat,kombi,manuell,diesel,nein,140,90000,95,9900
bmw,5er,limousine,automatik,benzin,nein,170,150000,184,1600
volkswagen,caddy,kombi,manuell,diesel,nein,64,150000,192,3250
ford,focus,kombi,automatik,diesel,nein,81,80000,94,7700
mercedes_benz,c_klasse,kombi,manuell,benzin,nein,129,150000,175,1700
mercedes_benz,clk,cabrio,automatik,diesel,nein,224,150000,111,14500
bmw,3er,cabrio,manuell,benzin,nein,192,150000,257,4300
volkswagen,transporter,bus,manuell,diesel,nein,68,150000,247,1000
audi,a1,kleinwagen,manuell,diesel,nein,143,30000,21,25900
audi,a6,kombi,automatik,lpg,nein,170,150000,176,2800
volkswagen,golf,limousine,manuell,benzin,nein,211,90000,67,15600
porsche,boxster,cabrio,manuell,benzin,nein,204,100000,201,9900
porsche,911,cabrio,automatik,benzin,nein,345,50000,55,74999
renault,clio,kleinwagen,manuell,benzin,nein,75,125000,118,2800
opel,astra,kombi,automatik,benzin,nein,102,150000,147,2150
volkswagen,tiguan,suv,manuell,diesel,nein,140,125000,54,14499
dacia,duster,suv,manuell,benzin,nein,105,60000,50,8750
volkswagen,phaeton,limousine,automatik,diesel,nein,239,150000,88,9950
jeep,grand,suv,automatik,diesel,nein,241,150000,34,28500
nissan,micra,kleinwagen,manuell,benzin,nein,54,150000,216,1100
volkswagen,golf,limousine,manuell,benzin,nein,90,150000,146,3499
volkswagen,polo,kleinwagen,manuell,benzin,nein,86,80000,61,8900
opel,corsa,kleinwagen,manuell,benzin,nein,60,150000,259,170
mercedes_benz,e_klasse,limousine,automatik,diesel,nein,177,150000,148,6590
opel,astra,limousine,manuell,diesel,nein,165,50000,36,15300
audi,a3,limousine,manuell,benzin,ja,101,150000,198,1100
volkswagen,up,kleinwagen,manuell,benzin,nein,75,30000,34,9200
renault,megane,coupe,manuell,benzin,nein,147,125000,235,879
volkswagen,transporter,bus,manuell,diesel,ja,174,150000,123,11800
volkswagen,beetle,cabrio,manuell,diesel,ja,105,50000,16,19300
jeep,grand,suv,automatik,benzin,nein,212,150000,236,2100
volkswagen,touran,bus,manuell,benzin,nein,116,125000,127,5599
renault,megane,limousine,manuell,benzin,nein,113,80000,144,3100
volkswagen,polo,kleinwagen,manuell,benzin,nein,85,30000,29,10100
volkswagen,polo,coupe,manuell,benzin,nein,150,125000,285,3300
volkswagen,passat,limousine,manuell,diesel,nein,105,150000,95,8300
opel,combo,bus,manuell,diesel,ja,75,150000,49,2900
bmw,x_reihe,limousine,manuell,diesel,nein,177,20000,85,15450
mercedes_benz,e_klasse,limousine,automatik,diesel,nein,224,150000,122,7999
renault,scenic,bus,manuell,benzin,nein,107,150000,185,1190
renault,laguna,kombi,automatik,diesel,nein,110,150000,150,2200
bmw,5er,limousine,manuell,benzin,nein,250,150000,209,4500
opel,astra,cabrio,manuell,benzin,nein,75,150000,204,1900
citroen,c3,kleinwagen,automatik,benzin,nein,109,125000,146,3299
suzuki,andere,suv,manuell,benzin,nein,97,150000,217,2950
bmw,m_reihe,limousine,automatik,benzin,nein,420,125000,88,29400
volkswagen,golf,limousine,automatik,diesel,nein,101,100000,167,2500
bmw,3er,limousine,manuell,benzin,nein,102,150000,230,590
skoda,fabia,kombi,manuell,benzin,nein,68,150000,163,1750
volkswagen,passat,kombi,manuell,diesel,nein,170,5000,232,6900
volkswagen,golf,cabrio,manuell,benzin,nein,75,150000,244,1950
volkswagen,touran,bus,manuell,diesel,nein,105,150000,53,9300
alfa_romeo,159,kombi,manuell,benzin,nein,160,100000,109,7150
opel,omega,kombi,manuell,benzin,nein,136,150000,249,799
smart,fortwo,cabrio,automatik,benzin,nein,55,90000,142,3200
opel,zafira,bus,manuell,benzin,nein,125,150000,148,3450
volkswagen,bora,limousine,manuell,benzin,nein,150,150000,181,3200
skoda,octavia,kombi,manuell,diesel,ja,109,150000,131,3700
mercedes_benz,clk,cabrio,automatik,diesel,nein,224,150000,120,12999
audi,a4,kombi,manuell,diesel,nein,143,150000,92,7500
volkswagen,eos,cabrio,manuell,benzin,nein,122,20000,82,10900
volkswagen,golf,cabrio,manuell,diesel,nein,90,150000,178,4400
mercedes_benz,c_klasse,kombi,manuell,diesel,ja,170,150000,172,1350
volkswagen,lupo,kleinwagen,manuell,benzin,nein,75,150000,208,1500
ford,transit,andere,manuell,benzin,ja,65,30000,517,2200
hyundai,i_reihe,kleinwagen,manuell,benzin,nein,86,30000,30,7500
opel,corsa,kleinwagen,manuell,benzin,nein,60,40000,83,4699
bmw,3er,cabrio,automatik,benzin,nein,231,80000,124,16300
audi,a6,kombi,automatik,benzin,nein,177,125000,31,22500
nissan,almera,kleinwagen,manuell,benzin,ja,90,150000,173,350
bmw,5er,limousine,automatik,diesel,nein,245,150000,61,20500
volkswagen,golf,limousine,manuell,benzin,nein,160,80000,58,12200
bmw,3er,cabrio,manuell,benzin,nein,143,125000,168,4000
audi,80,limousine,manuell,benzin,ja,116,150000,279,600
mercedes_benz,andere,coupe,manuell,benzin,ja,130,150000,543,4750
hyundai,santa,suv,automatik,diesel,ja,125,150000,144,2350
alfa_romeo,andere,limousine,manuell,benzin,nein,140,150000,232,1050
audi,a3,limousine,manuell,diesel,nein,105,150000,59,8498
peugeot,1_reihe,kleinwagen,manuell,benzin,nein,60,150000,208,650
mercedes_benz,m_klasse,suv,automatik,diesel,nein,224,125000,120,20500
suzuki,swift,kleinwagen,manuell,diesel,nein,75,150000,84,4200
audi,a6,limousine,automatik,diesel,nein,245,125000,51,25000
opel,corsa,kleinwagen,manuell,benzin,nein,60,150000,178,750
volkswagen,passat,kombi,manuell,diesel,nein,131,150000,144,2499
seat,ibiza,kleinwagen,manuell,diesel,nein,131,150000,105,5790
chevrolet,andere,limousine,manuell,diesel,nein,164,125000,39,8900
audi,a4,kombi,manuell,diesel,nein,190,150000,59,13499
peugeot,2_reihe,cabrio,manuell,benzin,ja,109,150000,168,850
skoda,fabia,limousine,manuell,benzin,nein,75,150000,116,3650
volkswagen,golf,kombi,manuell,diesel,nein,116,150000,191,1600
opel,corsa,kleinwagen,manuell,benzin,nein,60,80000,136,1800
volkswagen,polo,kombi,manuell,benzin,nein,60,150000,176,850
audi,a4,kombi,automatik,diesel,nein,163,150000,148,4755
bmw,3er,limousine,manuell,benzin,ja,143,150000,163,2990
ford,transit,bus,manuell,diesel,nein,90,150000,106,4500
renault,megane,limousine,manuell,benzin,nein,140,150000,164,1000
suzuki,swift,kleinwagen,automatik,benzin,ja,53,100000,190,500
peugeot,andere,bus,manuell,benzin,nein,73,60000,70,5300
audi,a6,limousine,manuell,benzin,nein,177,150000,138,5600
mini,cooper,kleinwagen,manuell,diesel,nein,116,30000,15,17300
peugeot,2_reihe,kleinwagen,manuell,benzin,nein,75,150000,122,2390
alfa_romeo,147,limousine,manuell,benzin,nein,120,20000,94,6999
mercedes_benz,andere,coupe,automatik,benzin,nein,387,150000,90,18500
nissan,micra,kleinwagen,manuell,benzin,nein,54,150000,268,350
mercedes_benz,e_klasse,kombi,automatik,diesel,nein,170,150000,178,1699
audi,tt,coupe,manuell,benzin,nein,200,150000,109,14999
peugeot,2_reihe,cabrio,manuell,benzin,nein,109,125000,115,3490
opel,insignia,kombi,automatik,diesel,nein,160,100000,37,14750
opel,astra,kombi,manuell,diesel,nein,101,150000,86,3900
volkswagen,golf,coupe,automatik,benzin,nein,75,150000,263,599
bmw,7er,limousine,automatik,benzin,nein,333,150000,170,5900
bmw,m_reihe,cabrio,manuell,benzin,nein,343,60000,167,28500
volkswagen,passat,kombi,manuell,benzin,nein,150,150000,164,3999
audi,a4,kombi,automatik,diesel,nein,179,150000,110,6700
volkswagen,golf,limousine,manuell,diesel,ja,110,150000,159,2799
citroen,berlingo,bus,manuell,benzin,nein,90,150000,199,999
renault,clio,kleinwagen,manuell,benzin,nein,107,125000,153,1500
opel,meriva,bus,manuell,benzin,nein,101,100000,150,3300
citroen,andere,kleinwagen,manuell,benzin,ja,60,100000,186,750
volkswagen,polo,kleinwagen,manuell,benzin,nein,75,100000,176,1199
volkswagen,golf,kleinwagen,automatik,benzin,nein,103,40000,70,14140
toyota,rav,suv,manuell,benzin,nein,125,150000,165,4650
opel,astra,kombi,manuell,benzin,nein,75,150000,210,1499
mercedes_benz,b_klasse,bus,automatik,benzin,nein,136,60000,82,12500
volkswagen,passat,limousine,manuell,diesel,nein,101,150000,139,4699
volkswagen,golf,limousine,manuell,benzin,nein,116,150000,170,3650
lancia,ypsilon,kleinwagen,manuell,benzin,nein,60,100000,185,1200
bmw,7er,limousine,automatik,diesel,nein,218,150000,153,10990
volkswagen,golf,cabrio,manuell,benzin,nein,72,150000,323,3900
volkswagen,polo,kleinwagen,manuell,benzin,nein,60,150000,230,699
opel,astra,cabrio,manuell,diesel,nein,125,125000,142,6000
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,275,499
mercedes_benz,a_klasse,kleinwagen,manuell,benzin,nein,95,90000,135,3999
mercedes_benz,a_klasse,bus,manuell,benzin,nein,102,150000,146,1900
volkswagen,beetle,cabrio,manuell,diesel,nein,105,150000,108,6950
volkswagen,tiguan,suv,manuell,benzin,nein,160,40000,55,17599
audi,80,limousine,automatik,benzin,nein,90,125000,260,1600
volkswagen,tiguan,suv,manuell,benzin,nein,122,30000,42,16490
opel,vectra,kombi,automatik,benzin,nein,115,150000,207,750
opel,corsa,kleinwagen,manuell,benzin,nein,80,70000,115,4500
audi,a8,limousine,automatik,benzin,nein,310,150000,201,4000
audi,a4,kombi,manuell,lpg,nein,102,150000,196,2500
chevrolet,andere,kombi,manuell,lpg,nein,109,150000,103,899
ford,fiesta,kleinwagen,manuell,benzin,nein,60,150000,158,1950
opel,signum,kombi,automatik,diesel,nein,150,100000,102,5800
audi,a1,kleinwagen,manuell,benzin,nein,122,40000,42,15999
volkswagen,golf,limousine,manuell,benzin,nein,122,40000,81,9750
bmw,1er,cabrio,automatik,benzin,nein,218,70000,96,16800
chrysler,andere,limousine,automatik,benzin,nein,133,150000,194,900
opel,astra,cabrio,manuell,benzin,nein,200,125000,95,8600
volkswagen,transporter,bus,manuell,diesel,nein,151,150000,159,11900
volkswagen,golf,kombi,manuell,benzin,nein,75,150000,201,1750
ford,transit,bus,manuell,diesel,nein,155,90000,39,14000
volkswagen,golf,limousine,manuell,benzin,nein,98,150000,298,3800
opel,vectra,limousine,manuell,benzin,ja,136,150000,191,1200
fiat,doblo,bus,manuell,diesel,nein,105,80000,63,14995
bmw,7er,limousine,automatik,benzin,nein,235,150000,228,2200
bmw,3er,kombi,automatik,benzin,nein,192,150000,173,5650
fiat,stilo,limousine,automatik,benzin,nein,170,150000,166,2300
audi,a6,limousine,automatik,lpg,nein,230,150000,200,2000
peugeot,andere,bus,manuell,diesel,nein,94,150000,154,2500
volkswagen,sharan,bus,manuell,diesel,nein,115,125000,81,10400
peugeot,2_reihe,cabrio,automatik,benzin,nein,109,125000,117,4850
audi,a8,limousine,automatik,benzin,nein,299,150000,226,2300
volkswagen,polo,kleinwagen,manuell,benzin,nein,69,100000,90,4999
chrysler,andere,cabrio,automatik,benzin,ja,185,150000,212,890
porsche,cayenne,suv,automatik,benzin,nein,340,150000,145,23500
audi,a4,limousine,manuell,benzin,ja,150,150000,255,800
skoda,citigo,kleinwagen,manuell,benzin,nein,60,10000,6,8200
audi,a4,kombi,manuell,benzin,nein,131,150000,157,4900
citroen,berlingo,bus,manuell,benzin,nein,90,70000,85,6400
audi,a6,kombi,manuell,benzin,nein,170,150000,123,8600
ford,mondeo,limousine,manuell,benzin,ja,90,150000,222,200
peugeot,2_reihe,kleinwagen,manuell,benzin,nein,95,40000,66,6149
volkswagen,andere,bus,manuell,diesel,nein,136,150000,73,8900
opel,astra,cabrio,manuell,benzin,ja,101,150000,153,890
ford,focus,limousine,manuell,diesel,ja,109,150000,93,2500
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,228,900
volkswagen,transporter,bus,manuell,diesel,nein,102,150000,53,10999
mercedes_benz,andere,coupe,manuell,benzin,nein,122,50000,25,23499
renault,laguna,kombi,automatik,benzin,ja,207,150000,178,250
skoda,superb,kombi,manuell,diesel,nein,140,90000,41,18000
volkswagen,golf,limousine,manuell,benzin,nein,160,70000,62,11900
audi,a6,kombi,manuell,benzin,nein,125,150000,207,2000
porsche,911,cabrio,manuell,benzin,nein,286,100000,217,80000
bmw,3er,coupe,manuell,benzin,nein,150,150000,199,4500
volkswagen,golf,limousine,manuell,benzin,nein,90,150000,137,2999
peugeot,3_reihe,cabrio,manuell,benzin,nein,200,70000,48,14500
bmw,5er,kombi,automatik,benzin,nein,170,150000,157,6499
smart,fortwo,kleinwagen,automatik,benzin,nein,71,50000,78,99999
ford,fiesta,limousine,manuell,benzin,nein,82,40000,72,6300
toyota,andere,kleinwagen,manuell,benzin,ja,75,150000,208,1150
suzuki,andere,kombi,manuell,diesel,ja,90,150000,120,2000
renault,megane,cabrio,manuell,benzin,nein,163,150000,127,3790
volkswagen,passat,limousine,manuell,benzin,nein,120,150000,207,2200
opel,vivaro,kombi,manuell,diesel,ja,90,150000,71,2999
bmw,x_reihe,suv,automatik,diesel,nein,258,125000,50,28500
volkswagen,lupo,kleinwagen,manuell,benzin,nein,75,100000,169,3990
ford,andere,cabrio,manuell,benzin,nein,95,150000,146,2600
mercedes_benz,c_klasse,coupe,manuell,benzin,nein,129,150000,171,2000
audi,a4,kombi,manuell,benzin,nein,150,150000,226,990
renault,andere,cabrio,manuell,benzin,nein,102,40000,53,9900
opel,omega,kombi,manuell,diesel,ja,131,150000,196,500
bmw,3er,cabrio,manuell,benzin,nein,192,125000,154,11500
citroen,berlingo,kleinwagen,manuell,benzin,nein,108,80000,116,4690
audi,a4,cabrio,manuell,diesel,nein,140,80000,84,16200
bmw,5er,kombi,automatik,benzin,nein,192,150000,177,2999
peugeot,1_reihe,kleinwagen,manuell,benzin,nein,68,60000,56,5000
renault,andere,kombi,manuell,diesel,nein,114,150000,98,7750
renault,clio,kleinwagen,manuell,benzin,nein,75,150000,178,900
audi,andere,cabrio,manuell,benzin,nein,150,80000,227,7990
volkswagen,eos,cabrio,manuell,benzin,nein,122,50000,46,16299
ford,fiesta,kleinwagen,manuell,benzin,nein,60,150000,133,2100
mercedes_benz,c_klasse,limousine,manuell,benzin,nein,165,150000,183,2999
audi,80,limousine,manuell,benzin,nein,75,125000,359,1950
volkswagen,touran,bus,manuell,diesel,nein,140,150000,140,4999
audi,a3,kombi,manuell,benzin,ja,160,80000,60,7800
audi,a3,coupe,manuell,benzin,nein,102,150000,136,4000
bmw,5er,limousine,manuell,benzin,nein,170,150000,228,2990
volkswagen,polo,kleinwagen,manuell,benzin,nein,64,90000,132,4100
seat,leon,limousine,manuell,benzin,nein,340,125000,82,12000
volkswagen,passat,kombi,manuell,diesel,nein,140,150000,113,6900
volkswagen,golf,limousine,manuell,cng,nein,160,125000,79,7800
bmw,5er,kombi,manuell,benzin,nein,150,150000,214,1850
bmw,x_reihe,limousine,automatik,diesel,nein,184,60000,43,29990
ford,mondeo,kombi,manuell,benzin,ja,116,150000,193,530
volkswagen,passat,kombi,manuell,diesel,nein,131,150000,158,3000
renault,twingo,kleinwagen,manuell,benzin,ja,75,150000,178,333
ford,galaxy,bus,manuell,diesel,nein,90,150000,137,4250
ford,mondeo,kombi,manuell,benzin,nein,125,100000,84,9399
porsche,cayenne,suv,automatik,benzin,nein,290,100000,97,23850
opel,omega,limousine,manuell,benzin,nein,144,150000,169,1200
opel,combo,kombi,manuell,benzin,nein,60,150000,222,1100
fiat,andere,andere,manuell,diesel,ja,80,150000,155,450
volkswagen,polo,kleinwagen,manuell,benzin,nein,54,150000,138,2690
audi,a8,limousine,automatik,diesel,nein,275,150000,130,9750
opel,agila,kleinwagen,manuell,benzin,ja,65,150000,79,1999
bmw,3er,kombi,manuell,diesel,nein,143,150000,74,13000
